,rosbagTimestamp,secs,nsecs,frame_id,child_frame_id,x,y,z,qx,qy,qz,qw
779,1.60600529947338e+18,1603863773,857773065,"""world""","""camera_link""",-0.023105249123399955,0.06260867128190033,2.6183113580399993,-0.012099247713503106,-0.7055708926463944,0.011447881035128553,0.708443554332131
783,1.60600529957766e+18,1603863773,961386919,"""world""","""camera_link""",-0.02380631940169995,0.06418378888990031,2.676017178139999,-0.011476532885353037,-0.7052963407392432,0.012544613359178362,0.708708680353524
787,1.60600529968845e+18,1603863774,65123081,"""world""","""camera_link""",-0.02414154801819995,0.06490334590470032,2.730973972689999,-0.010341468291585049,-0.705699907813888,0.013498779160906357,0.7083067676552366
791,1.60600529979101e+18,1603863774,168742895,"""world""","""camera_link""",-0.024991495503399953,0.06661030555200033,2.7885033887499993,-0.009549172679018402,-0.7060539452890714,0.014719957064723588,0.7079406490002507
795,1.60600529988591e+18,1603863774,272480010,"""world""","""camera_link""",-0.025318889994399952,0.06827965484500031,2.8493466637699996,-0.009392266708469356,-0.7056808553234665,0.015701082512751374,0.7082935773843678
799,1.606005300001e+18,1603863774,376096963,"""world""","""camera_link""",-0.02570107940899995,0.06996926371020032,2.9062066192499993,-0.008333042877259453,-0.7041219559406167,0.017511373260235337,0.709814189323732
803,1.60600530010254e+18,1603863774,479861021,"""world""","""camera_link""",-0.02629995106549995,0.0726245626724003,2.959142310709999,-0.008084640973474966,-0.7021940925897782,0.017853427461527776,0.7117157789737584
807,1.60600530020479e+18,1603863774,583585023,"""world""","""camera_link""",-0.02604962760769995,0.07482037731430033,3.0151766133799986,-0.00881885886481802,-0.7015754236801689,0.01749538536521708,0.7123258131692523
811,1.60600530030969e+18,1603863774,687193870,"""world""","""camera_link""",-0.02665757065799995,0.07707456115660033,3.068897731469999,-0.009882485138205005,-0.7028493404098353,0.017337746200096666,0.7110587484376053
815,1.60600530041617e+18,1603863774,790942907,"""world""","""camera_link""",-0.026853027999199953,0.07979101201580031,3.1233929846899993,-0.011102952153887439,-0.7056917063646926,0.016786850535909174,0.7082331125206178
819,1.60600530052112e+18,1603863774,894551992,"""world""","""camera_link""",-0.02727519378719995,0.08202616685170032,3.1783073606299985,0.012071444869682138,0.7074463708207557,-0.016633860486975474,-0.7064681360943322
823,1.60600530061942e+18,1603863774,998164892,"""world""","""camera_link""",-0.02760436203479995,0.0849312322499003,3.2325710020999985,0.014081096066713521,0.7071882358327793,-0.015255791015886054,-0.706720441669661
827,1.60600530071418e+18,1603863775,101907014,"""world""","""camera_link""",-0.028821751133499954,0.08768024207870032,3.2862427237999987,-0.014969319763702948,-0.7061226675913942,0.014895846544530121,0.707774548521736
831,1.60600530081468e+18,1603863775,205524921,"""world""","""camera_link""",-0.029743414463799953,0.09038044538430032,3.3384751288599985,-0.01617373596275605,-0.7055106925811399,0.01435333321261789,0.708369292632293
835,1.60600530092718e+18,1603863775,309135913,"""world""","""camera_link""",-0.029557726398299948,0.09354127651480032,3.3911945901999987,-0.016539762294802925,-0.7057232546188567,0.0146141490109162,0.7081437359760281
839,1.60600530103514e+18,1603863775,412750959,"""world""","""camera_link""",-0.030646084429999953,0.0962586475222003,3.4423094270399988,-0.01807420617766891,-0.7053458651301046,0.014297690201855728,0.7084886094142961
843,1.60600530112369e+18,1603863775,516369104,"""world""","""camera_link""",-0.031516862076999955,0.0990228576202003,3.4916216251099983,-0.01872108324921415,-0.7049397367732384,0.014596786203200774,0.7088698204836987
847,1.60600530122718e+18,1603863775,619987964,"""world""","""camera_link""",-0.03198910926699995,0.1015525560250003,3.540888809929999,-0.01911691871128531,-0.704825642576454,0.01525784335781161,0.7089587824420709
853,1.6060053013498e+18,1603863775,723598003,"""world""","""camera_link""",-0.03235874909719995,0.10357961529200031,3.5894870903599987,-0.01932033983085346,-0.7043324638857954,0.016038202708039528,0.7094260221046875
857,1.60600530145179e+18,1603863775,827346086,"""world""","""camera_link""",-0.03272453938599995,0.1063189082090003,3.6377038173699985,-0.020858232326686484,-0.7033943612146257,0.015488446544729972,0.7103248656631033
861,1.60600530155496e+18,1603863775,930955886,"""world""","""camera_link""",-0.032910561847799946,0.10886308707800031,3.682881147879999,-0.021563117038344824,-0.7019251396611479,0.015694943929807376,0.7117512199008225
865,1.60600530165759e+18,1603863776,34694910,"""world""","""camera_link""",-0.033331306039899956,0.1120131058880003,3.729347884079999,-0.023429322648288654,-0.7013132800564219,0.015001435190483551,0.7123101199610818
869,1.60600530176379e+18,1603863776,138313055,"""world""","""camera_link""",-0.03345461374649995,0.1143633413580003,3.7731862369299987,-0.024833258186694792,-0.7027537816534781,0.01472174405895981,0.7108471719796251
873,1.60600530186909e+18,1603863776,242050886,"""world""","""camera_link""",-0.03376468310549995,0.11741670086100031,3.8163266592199987,-0.025285618488564417,-0.7053672673608316,0.014954847862513073,0.7082330182637441
877,1.60600530197127e+18,1603863776,345671892,"""world""","""camera_link""",-0.03450690058409995,0.11911226831700031,3.8573638527599985,0.02580637888097482,0.7073195999340612,-0.015665695690775677,-0.7062489648393795
881,1.60600530207414e+18,1603863776,449304103,"""world""","""camera_link""",-0.03516443492589995,0.1218163559310003,3.898214122819998,0.02619607295216508,0.7076474123157014,-0.015549680303958048,-0.7059087143867976
885,1.60600530217752e+18,1603863776,553049087,"""world""","""camera_link""",-0.03618521495959995,0.1244766688640003,3.938368415679999,-0.02744145988677702,-0.706286354828161,0.014772348988957082,0.7072399373396412
889,1.60600530228244e+18,1603863776,656640052,"""world""","""camera_link""",-0.03692263720179996,0.1271343555350003,3.976931509419998,-0.027994203234663256,-0.7055594382590156,0.015076288248178395,0.7079370799735925
893,1.60600530238817e+18,1603863776,760376930,"""world""","""camera_link""",-0.03758168586169995,0.1297641870300003,4.013955048459998,-0.02716926406438699,-0.7066245287572765,0.016400986576160424,0.706876661156729
897,1.60600530249133e+18,1603863776,863996982,"""world""","""camera_link""",-0.037631902680199954,0.13104823849000033,4.050779520809998,0.024342306954330685,0.7085599621488621,-0.01930626485740586,-0.7049663114426107
901,1.60600530259138e+18,1603863776,967604875,"""world""","""camera_link""",-0.038537853225899955,0.13264182403300032,4.086367016929999,0.02268430587088088,0.7101521591810379,-0.020268654836441403,-0.7033907269141295
905,1.60600530269567e+18,1603863777,71363925,"""world""","""camera_link""",-0.03904480846489996,0.1347046883920003,4.121122551369998,0.0224792104382269,0.7103440356219528,-0.018347794342671715,-0.7032562794580298
909,1.60600530280072e+18,1603863777,175091981,"""world""","""camera_link""",-0.03928263625859996,0.1384064617690003,4.154537539909998,0.022431713381416724,0.7095649037005295,-0.01499743430232269,-0.7041232439250816
913,1.60600530290517e+18,1603863777,278713941,"""world""","""camera_link""",-0.04034289721009996,0.13962703670000032,4.187917247869998,0.020170247033257524,0.7083391262998199,-0.01407161648127973,-0.7054437134860789
917,1.60600530300807e+18,1603863777,382448911,"""world""","""camera_link""",-0.040693836108299956,0.1403311774590003,4.219372941079999,0.016753189215632548,0.7069942913121979,-0.013384185430351931,-0.7068940983509725
921,1.60600530310932e+18,1603863777,486187934,"""world""","""camera_link""",-0.041564899212299965,0.14103946061200032,4.2515272795799985,-0.012114339787998191,-0.7056197595463263,0.012055080364391488,0.7083845514596527
925,1.60600530321472e+18,1603863777,589951038,"""world""","""camera_link""",-0.04193486994339996,0.14190706954600033,4.282186346079999,-0.009487979902111051,-0.7058882607000987,0.0068756220927453995,0.708226282669603
929,1.60600530332093e+18,1603863777,693789005,"""world""","""camera_link""",-0.04216629984839996,0.1425716145640003,4.311754717579999,-0.005792509750832786,-0.7060954779290302,-0.000399232282716325,0.708092835363094
933,1.60600530342224e+18,1603863777,797544002,"""world""","""camera_link""",-0.04274064936629996,0.14245550786700029,4.340996931819998,-0.001152964613058442,-0.7057629399118853,-0.008739496476564997,0.708393227325664
937,1.60600530352805e+18,1603863777,901431083,"""world""","""camera_link""",-0.04303404051389995,0.14053919727700032,4.3694231287099985,0.007187301492356591,-0.7054132553834161,-0.01603239916192884,0.7085784670759772
941,1.60600530363053e+18,1603863778,5260944,"""world""","""camera_link""",-0.04329602705139996,0.1381693328180003,4.398158773319998,0.01781236316340031,-0.7048679098612463,-0.024257959667866015,0.7086998664873059
945,1.60600530373633e+18,1603863778,109132051,"""world""","""camera_link""",-0.043848001339999956,0.1346771260880003,4.424922208039998,0.02861070094460105,-0.7038276494848659,-0.0344784738211472,0.7089564884074563
949,1.60600530384024e+18,1603863778,213032007,"""world""","""camera_link""",-0.04421375460269995,0.1300788611250003,4.452886276789998,0.04044772714346548,-0.7026588771415144,-0.04572874726698096,0.708902930884438
953,1.60600530394206e+18,1603863778,316861867,"""world""","""camera_link""",-0.044173634573299966,0.1248063153330003,4.478994785259998,0.053874119166490944,-0.7016179457958182,-0.05931643021048619,0.7080334727457279
957,1.60600530403849e+18,1603863778,420871973,"""world""","""camera_link""",-0.04460469761539996,0.11829220464700031,4.503525748809998,0.06835677377599554,-0.7001391644670959,-0.07412418500003963,0.7068508379116022
963,1.60600530415208e+18,1603863778,524842023,"""world""","""camera_link""",-0.044955984407099955,0.11116695098600031,4.528625133369998,0.08456625673726612,-0.6982468082500874,-0.09029276080020199,0.7050866332140256
967,1.60600530425301e+18,1603863778,628832101,"""world""","""camera_link""",-0.04562387579829996,0.10246186382200032,4.552157946009999,0.10146670710867076,-0.6962292749812844,-0.10873856904015013,0.7022429975518865
971,1.60600530435991e+18,1603863778,732821941,"""world""","""camera_link""",-0.046100754703099954,0.0917339711285003,4.574496082249999,0.12002279508435623,-0.6939917454501568,-0.1278422649074001,0.6983024711473742
975,1.60600530445887e+18,1603863778,836812019,"""world""","""camera_link""",-0.04617993968189996,0.07989058684800032,4.595736883689998,0.14037409388342287,-0.690759355503214,-0.14832244350837703,0.6936476622197298
979,1.60600530456483e+18,1603863778,940952062,"""world""","""camera_link""",-0.04667663891589996,0.06759612863010031,4.615033768089998,0.16131306433154294,-0.6862243359671778,-0.17023770624682164,0.6885443917237248
983,1.6060053046685e+18,1603863779,44921875,"""world""","""camera_link""",-0.04710144671429995,0.05450443537320032,4.633770877699998,0.18365968423071705,-0.6809287815864777,-0.19261838796713077,0.6822780015597542
987,1.60600530477053e+18,1603863779,148792028,"""world""","""camera_link""",-0.04747082590089995,0.038946898838100326,4.651429426909998,-0.20665550493402723,0.6751626485103908,0.21442788127353044,-0.6748848672695524
991,1.60600530487351e+18,1603863779,252772092,"""world""","""camera_link""",-0.048305283208199955,0.023083238607300327,4.667672485159998,-0.22901470148823214,0.6681197778554782,0.2361629918997629,-0.667379404984567
995,1.6060053049833e+18,1603863779,356512069,"""world""","""camera_link""",-0.04859726915279995,0.006182268105820331,4.683609942109998,-0.25109944131602807,0.6600105534285162,0.2575596821944777,-0.6595438954623428
999,1.60600530508389e+18,1603863779,460381984,"""world""","""camera_link""",-0.04905265906359994,-0.011272657083899665,4.697516277159997,0.2719340316721635,-0.650370056699815,-0.2790288543902187,0.6520840208013723
1003,1.60600530518716e+18,1603863779,564121961,"""world""","""camera_link""",-0.04937414428199995,-0.03119150943649966,4.711052198039998,0.2927184200908527,-0.6412787276521674,-0.2993030806024323,0.6430359134155933
1007,1.60600530528973e+18,1603863779,667732000,"""world""","""camera_link""",-0.049552952181699944,-0.050877752933999654,4.722594133019998,-0.313351301544225,0.6328370464262758,0.31812032774892185,-0.6325564730234973
1011,1.60600530539559e+18,1603863779,771471977,"""world""","""camera_link""",-0.04954741786019995,-0.07208115445239964,4.732688682469998,-0.3330210825765191,0.6248558261190909,0.3348469947271389,-0.6217150836571326
1015,1.60600530550218e+18,1603863779,874972105,"""world""","""camera_link""",-0.05014489020059995,-0.09289133265309966,4.741545136809998,-0.34945795759265524,0.6153810390494,0.35267446133571356,-0.6122140450652983
1019,1.60600530560277e+18,1603863779,978581905,"""world""","""camera_link""",-0.05069223584989996,-0.11421143352699964,4.751041510869998,-0.3648148059055467,0.604853168459842,0.37122009437776543,-0.6027092528959143
1023,1.60600530570536e+18,1603863780,82201957,"""world""","""camera_link""",-0.05150341084899995,-0.13579930292899964,4.7585383614899985,-0.37967518994369365,0.5954996114031389,0.3870114214993871,-0.5928314453442519
1027,1.60600530580687e+18,1603863780,185811996,"""world""","""camera_link""",-0.05146271777949995,-0.15826378280799963,4.764327099979998,-0.3949821905814753,0.5883001393921753,0.3986436546838907,-0.5822158119588278
1031,1.60600530591436e+18,1603863780,289301872,"""world""","""camera_link""",-0.05173797725489995,-0.18091833163699964,4.768791116719998,-0.4121940083610711,0.58209593622468,0.40628712669118006,-0.5711315007832886
1035,1.60600530601706e+18,1603863780,392802000,"""world""","""camera_link""",-0.05180053948459995,-0.2037087108149996,4.7734801415299986,-0.42433904895511776,0.5745708286012425,0.4151527788037306,-0.5634295916118431
1039,1.6060053061215e+18,1603863780,496311902,"""world""","""camera_link""",-0.05246650479639996,-0.2262114169609996,4.778378639579998,-0.4329630019651661,0.5672777816597498,0.4263838001666468,-0.5558199459536818
1043,1.60600530622328e+18,1603863780,599871873,"""world""","""camera_link""",-0.05322112736179995,-0.2491534546539996,4.783657095839998,-0.43790679044720215,0.5591883807751092,0.43946184403742633,-0.5499266181242424
1047,1.60600530632633e+18,1603863780,703272104,"""world""","""camera_link""",-0.05417748908039995,-0.2725507022019996,4.788376468769998,-0.4444318304655297,0.5523586063009561,0.4494772041452208,-0.5434616463634943
1051,1.60600530643311e+18,1603863780,806891918,"""world""","""camera_link""",-0.05506073027739995,-0.2978978130609996,4.791686213399998,-0.4512747954971423,0.5470031677648847,0.45722030883628967,-0.5367384675909133
1055,1.60600530653641e+18,1603863780,910261869,"""world""","""camera_link""",-0.05579492712899995,-0.3228679817059996,4.794081791509998,-0.4589389374848087,0.5436441273935696,0.46262734822879203,-0.5289631849964562
1059,1.60600530663631e+18,1603863781,13871908,"""world""","""camera_link""",-0.05601404353489996,-0.3488705134989996,4.795660038389998,-0.4644385530767572,0.5424714058726194,0.46783988467486093,-0.5207182026143935
1063,1.60600530673813e+18,1603863781,117402076,"""world""","""camera_link""",-0.05593103068469994,-0.3753484300059996,4.797695182129999,-0.46868473643942055,0.5399007745274791,0.4743002379613708,-0.5136935426527434
1067,1.60600530684226e+18,1603863781,220972061,"""world""","""camera_link""",-0.05699182993419995,-0.40275680785099954,4.799123545559998,-0.472122112630098,0.535263573048408,0.4794201089623708,-0.510636834996902
1071,1.606005306947e+18,1603863781,324552059,"""world""","""camera_link""",-0.05853229291979995,-0.43299268027899956,4.801505288109998,-0.4768092364867815,0.5294852185524849,0.48307759982275955,-0.5088559598597638
1075,1.60600530704433e+18,1603863781,428081989,"""world""","""camera_link""",-0.059598089800599954,-0.46232876260799954,4.801995257489998,-0.4811186336734809,0.5260485311830554,0.4853964788587252,-0.506150236080024
1081,1.60600530715448e+18,1603863781,531702041,"""world""","""camera_link""",-0.06001001632229996,-0.49281709963399956,4.804558642499998,-0.4863382039353335,0.5221470270401454,0.4885564322986996,-0.5021456422250997
1085,1.60600530725751e+18,1603863781,635312080,"""world""","""camera_link""",-0.061428280698299954,-0.5242437602159996,4.804795942139998,-0.49023087968597917,0.5199271380175495,0.49024242458425327,-0.4990108424603056
1089,1.60600530735306e+18,1603863781,738921880,"""world""","""camera_link""",-0.06217377209819994,-0.5564459495279995,4.804740774669997,-0.49346269777237156,0.5182616312816936,0.4923416062573741,-0.4954787484810621
1093,1.60600530746729e+18,1603863781,842541933,"""world""","""camera_link""",-0.06281969144339994,-0.5897468976649995,4.804825051509998,-0.4956418754740843,0.5170776386462171,0.49405383698607425,-0.49282923315071514
1097,1.60600530757061e+18,1603863781,946151971,"""world""","""camera_link""",-0.06395116256199994,-0.6250069135229996,4.806105414259998,-0.4977098434648821,0.5160120235230713,0.4952449577522969,-0.49066173186698947
1101,1.60600530766271e+18,1603863782,49871921,"""world""","""camera_link""",-0.06525889415169994,-0.6609449797559995,4.805826302139998,-0.4990451675533595,0.5150867690179755,0.4964474156213953,-0.48905981704398865
